"e5",   0.5,   0,  0
"d#5",   0.5,   0,  0
"e5",   0.5,   0,  0
"d#5",   0.5,   0,  0
"e5",   0.5,   0,  0
"b4",   0.5,   0,  0
"d5",   0.5,   0,  0
"c5",   0.5,   0,  0
"a4",   1,   0,  0
"s",   0.5,   0,  0
"c4",   0.5,   0,  0
"e4",   0.5,   0,  0
"a4",   0.5,   0,  0
"b4",   1,   0,  0
"s",   0.5,   0,  0
"e4",   0.5,   0,  0
"g#4",   0.5,   0,  0
"e4",   0.5,   0,  0
"b4",   0.5,   0,  0
"c5",   1,   0,  0
"e4",   0.5,   0,  0
"s",   0.5,   0,  0
"e4",   0.5,   0,  0
"e5",   0.5,   0,  0
"d#5",   0.5,   0,  0
"e5",   0.5,   0,  0
"d#5",   0.5,   0,  0
"e5",   0.5,   0,  0
"b4",   0.5,   0,  0
"d5",   0.5,   0,  0
"c5",   0.5,   0,  0
"a4",   1,   0,  0
"s",   0.5,   0,  0
"c4",   0.5,   0,  0
"e4",   0.5,   0,  0
"a4",   0.5,   0,  0
"b4",   1,   0,  0
"s",   0.5,   0,  0
"e4",   0.5,   0,  0
"c5",   0.5,   0,  0
"b4",   0.5,   0,  0
"a4",   2,   0,  0
"e5",   0.5,   0,  0
"d#5",   0.5,   0,  0
"e5",   0.5,   0,  0
"d#5",   0.5,   0,  0
"e5",   0.5,   0,  0
"b4",   0.5,   0,  0
"d5",   0.5,   0,  0
"c5",   0.5,   0,  0
"a4",   1,   0,  0
"s",   0.5,   0,  0
"c4",   0.5,   0,  0
"e4",   0.5,   0,  0
"a4",   0.5,   0,  0
"b4",   1,   0,  0
"s",   0.5,   0,  0
"e4",   0.5,   0,  0
"g#4",   0.5,   0,  0
"b4",   0.5,   0,  0
"c5",   1,   0,  0
"s",   0.5,   0,  0
"e4",   0.5,   0,  0
"e5",   0.5,   0,  0
"d#5",   0.5,   0,  0
"e5",   0.5,   0,  0
"d#5",   0.5,   0,  0
"e5",   0.5,   0,  0
"b4",   0.5,   0,  0
"d5",   0.5,   0,  0
"c5",   0.5,   0,  0
"a4",   1,   0,  0
"s",   0.5,   0,  0
"c4",   0.5,   0,  0
"e4",   0.5,   0,  0
"a4",   0.5,   0,  0
"b4",   1,   0,  0
"s",   0.5,   0,  0
"e4",   0.5,   0,  0
"c5",   0.5,   0,  0
"b4",   0.5,   0,  0
"a4",   1,   0,  0
"s",   0.5,   0,  0
"b4",   0.5,   0,  0
"c5",   0.5,   0,  0
"d5",   0.5,   0,  0
"e5",   1,   0,  0
"g4",   0.5,   0,  0
"f5",   0.5,   0,  0
"e5",   0.5,   0,  0
"d5",   1,   0,  0
"f5",   0.5,   0,  0
"f4",   0.5,   0,  0
"e5",   0.5,   0,  0
"d5",   0.5,   0,  0
"c5",   1,   0,  0
"s",   0.5,   0,  0
"e4",   0.5,   0,  0
"d5",   0.5,   0,  0
"c5",   0.5,   0,  0
"b4",   0.5,   0,  0
"s",   0.5,   0,  0
"s",   0.5,   0,  0
"e4",   0.5,   0,  0
"e5",   0.5,   0,  0
"e4",   0.5,   0,  0
"e5",   0.5,   0,  0
"e5",   0.5,   0,  0
"e6",   0.5,   0,  0
"d#5",   0.5,   0,  0
"e5",   0.5,   0,  0
"d#5",   0.5,   0,  0
"e5",   0.5,   0,  0
"d#5",   0.5,   0,  0
"e5",   0.5,   0,  0
"d#5",   0.5,   0,  0
"e5",   0.5,   0,  0
"d#5",   0.5,   0,  0
"e5",   0.5,   0,  0
"d#5",   0.5,   0,  0
"e5",   0.5,   0,  0
"b4",   0.5,   0,  0
"d5",   0.5,   0,  0
"c5",   0.5,   0,  0
"a4",   0.5,   0,  0
"s",   0.5,   0,  0
"s",   0.5,   0,  0
"c4",   0.5,   0,  0
"e4",   0.5,   0,  0
"a4",   0.5,   0,  0
"b4",   1,   0,  0
"s",   0.5,   0,  0
"e4",   0.5,   0,  0
"g#4",   0.5,   0,  0
"b4",   0.5,   0,  0
"c5",   1,   0,  0
"s",   0.5,   0,  0
"s",   0.5,   0,  0
"e4",   0.5,   0,  0
"e5",   0.5,   0,  0
"d#5",   0.5,   0,  0
"e5",   0.5,   0,  0
"d#5",   0.5,   0,  0
"s",   0.5,   0,  0
"e5",   0.5,   0,  0
"b4",   0.5,   0,  0
"d5",   0.5,   0,  0
"c5",   0.5,   0,  0
"a4",   1,   0,  0
"s",   0.5,   0,  0
"c4",   0.5,   0,  0
"e4",   0.5,   0,  0
"a4",   0.5,   0,  0
"b4",   1,   0,  0
"s",   0.5,   0,  0
"e4",   0.5,   0,  0
"c5",   0.5,   0,  0
"b4",   0.5,   0,  0
"a4",   1,   0,  0
"s",   0.5,   0,  0
"b4",   0.5,   0,  0
"c5",   0.5,   0,  0
"d5",   0.5,   0,  0
"e5",   1,   0,  0
"s",   0.5,   0,  0
"g4",   0.5,   0,  0
"f5",   0.5,   0,  0
"e5",   0.5,   0,  0
"d5",   1,   0,  0
"f4",   0.5,   0,  0
"e5",   0.5,   0,  0
"d5",   0.5,   0,  0
"c5",   1,   0,  0
"s",   0.5,   0,  0
"e4",   0.5,   0,  0
"d5",   0.5,   0,  0
"c5",   0.5,   0,  0
"b4",   0.5,   0,  0
"s",   0.5,   0,  0
"s",   0.5,   0,  0
"e4",   0.5,   0,  0
"e5",   0.5,   0,  0
"e4",   0.5,   0,  0
"e5",   0.5,   0,  0
"e5",   0.5,   0,  0
"e6",   0.5,   0,  0
"d#5",   0.5,   0,  0
"e5",   0.5,   0,  0
"d#5",   0.5,   0,  0
"e5",   0.5,   0,  0
"d#5",   0.5,   0,  0
"e5",   0.5,   0,  0
"d#5",   0.5,   0,  0
"e5",   0.5,   0,  0
"d#5",   0.5,   0,  0
"e5",   0.5,   0,  0
